id,observed_on,time_observed_at,scientific_name,common_name,taxon_id
161029881,2023-05-01,2023-05-01 11:36:46 UTC,Quiscalus quiscula,Common Grackle,9602
161034750,2023-05-09,2023-05-09 22:52:50 UTC,Turdus migratorius,American Robin,12727
161145010,2023-05-06,,Bubo virginianus,Great Horned Owl,20044
161145128,2023-05-06,,Bubo virginianus,Great Horned Owl,20044
161147304,2023-04-24,2023-04-24 12:24:00 UTC,Meleagris gallopavo,Wild Turkey,906
161147305,2023-04-24,2023-04-24 15:40:00 UTC,Passer domesticus,House Sparrow,13858
161147306,2023-04-24,2023-04-24 15:37:00 UTC,Sturnus vulgaris,European Starling,14850
161147307,2023-04-24,2023-04-24 15:37:00 UTC,Turdus migratorius,American Robin,12727
161272098,2023-05-12,2023-05-12 18:31:13 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
161321591,2023-05-12,2023-05-13 00:05:29 UTC,Turdus migratorius,American Robin,12727
161505934,2023-05-13,2023-05-13 18:00:04 UTC,Setophaga caerulescens,Black-throated Blue Warbler,199916
161630811,2023-05-11,2023-05-11 13:41:13 UTC,Turdus migratorius,American Robin,12727
161651986,2023-04-28,2023-04-28 18:03:43 UTC,Zonotrichia albicollis,White-throated Sparrow,9184
161652536,2023-04-28,2023-04-28 18:44:42 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
161652726,2023-04-28,2023-04-28 18:10:38 UTC,Anas platyrhynchos,Mallard,6930
161665846,2023-05-14,2023-05-14 13:27:37 UTC,Meleagris gallopavo,Wild Turkey,906
161672115,2023-05-14,2023-05-14 18:25:27 UTC,Zenaida macroura,Mourning Dove,3454
161725486,2023-05-14,2023-05-14 22:41:30 UTC,Seiurus aurocapilla,Ovenbird,62550
161795616,2023-05-15,2023-05-15 13:26:43 UTC,Zenaida macroura,Mourning Dove,3454
161795986,2023-05-15,2023-05-15 13:29:29 UTC,Passer domesticus,House Sparrow,13858
161796028,2023-05-15,2023-05-15 13:29:37 UTC,Passer domesticus,House Sparrow,13858
161800405,2023-05-15,2023-05-15 13:58:28 UTC,Passer domesticus,House Sparrow,13858
161970456,2023-05-15,2023-05-15 13:58:50 UTC,Passer domesticus,House Sparrow,13858
161970469,2023-05-15,2023-05-15 14:00:40 UTC,Sturnus vulgaris,European Starling,14850
161995416,2023-05-16,2023-05-16 16:37:41 UTC,Sturnus vulgaris,European Starling,14850
162000497,2023-05-16,2023-05-16 16:43:46 UTC,Dumetella carolinensis,Gray Catbird,14995
162060097,2023-05-13,2023-05-13 07:26:00 UTC,Icterus galbula,Baltimore Oriole,9346
162060239,2023-05-13,2023-05-13 08:07:00 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
162226837,2023-05-17,2023-05-17 23:46:47 UTC,Zenaida macroura,Mourning Dove,3454
162364397,2023-05-18,2023-05-18 20:12:31 UTC,Dumetella carolinensis,Gray Catbird,14995
162365069,2023-05-18,2023-05-18 20:17:12 UTC,Columba livia domestica,Feral Pigeon,122767
162365900,2023-05-18,2023-05-18 20:22:53 UTC,Passer domesticus,House Sparrow,13858
162503728,2023-05-18,2023-05-18 16:47:41 UTC,Quiscalus quiscula,Common Grackle,9602
162507536,2023-05-19,2023-05-19 16:55:34 UTC,Columba livia domestica,Feral Pigeon,122767
162527026,2023-05-18,2023-05-18 22:17:00 UTC,Bubo virginianus,Great Horned Owl,20044
162646734,2023-05-19,2023-05-19 22:02:00 UTC,Bubo virginianus,Great Horned Owl,20044
162693143,2023-05-15,2023-05-15 17:46:00 UTC,Molothrus ater,Brown-headed Cowbird,10373
162986167,2023-05-21,2023-05-21 21:00:17 UTC,Turdus migratorius,American Robin,12727
163002247,2023-05-18,2023-05-18 22:18:00 UTC,Bubo virginianus,Great Horned Owl,20044
163003188,2023-05-21,2023-05-21 22:08:36 UTC,Passer domesticus,House Sparrow,13858
163124206,2023-05-15,2023-05-15 19:06:46 UTC,Meleagris gallopavo,Wild Turkey,906
163143737,2023-05-18,2023-05-18 15:52:16 UTC,Setophaga petechia,Yellow Warbler,145238
163338935,2023-05-23,2023-05-23 17:12:45 UTC,Turdus migratorius,American Robin,12727
163386893,2023-05-23,2023-05-23 22:05:09 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
163403993,2023-05-23,2023-05-24 00:06:55 UTC,Mimus polyglottos,Northern Mockingbird,14886
163529507,2023-05-24,2023-05-24 19:10:18 UTC,Sturnus vulgaris,European Starling,14850
163840309,2023-05-25,2023-05-25 17:39:53 UTC,Passer domesticus,House Sparrow,13858
163840418,2023-05-25,2023-05-25 17:39:44 UTC,Passer domesticus,House Sparrow,13858
163841353,2023-05-26,2023-05-26 17:10:07 UTC,Sturnus vulgaris,European Starling,14850
163849966,2023-05-26,2023-05-26 16:42:00 UTC,Sturnus vulgaris,European Starling,14850
163912225,2023-05-26,2023-05-26 22:14:00 UTC,Cardinalis cardinalis,Northern Cardinal,9083
164100579,2023-05-27,2023-05-27 20:05:09 UTC,Quiscalus quiscula,Common Grackle,9602
164100740,2023-05-27,2023-05-27 20:13:33 UTC,Turdus migratorius,American Robin,12727
164102447,2023-05-27,2023-05-27 22:08:07 UTC,Colaptes auratus,Northern Flicker,18236
164423764,2023-05-28,2023-05-28 14:05:00 UTC,Zenaida macroura,Mourning Dove,3454
164423770,2023-05-28,2023-05-28 14:55:00 UTC,Branta canadensis,Canada Goose,7089
164423771,2023-05-28,2023-05-28 14:54:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
164423798,2023-05-28,2023-05-28 14:41:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
164423823,2023-05-28,2023-05-28 14:08:00 UTC,Sturnus vulgaris,European Starling,14850
164423856,2023-05-28,2023-05-28 14:05:00 UTC,Molothrus ater,Brown-headed Cowbird,10373
164423861,2023-05-28,2023-05-28 14:03:00 UTC,Spinus tristis,American Goldfinch,145310
164424011,2023-05-28,2023-05-28 15:53:00 UTC,Meleagris gallopavo,Wild Turkey,906
164449196,2023-05-29,2023-05-29 16:11:45 UTC,Sturnus vulgaris,European Starling,14850
164555358,2023-05-29,2023-05-29 16:31:51 UTC,Zenaida macroura,Mourning Dove,3454
164555483,2023-05-29,2023-05-29 19:39:01 UTC,Turdus migratorius,American Robin,12727
164711680,2023-05-30,2023-05-30 22:34:55 UTC,Anas platyrhynchos,Mallard,6930
164743331,2023-05-30,2023-05-30 18:43:07 UTC,Cardinalis cardinalis,Northern Cardinal,9083
164853492,2023-05-31,2023-05-31 19:02:24 UTC,Quiscalus quiscula,Common Grackle,9602
165005080,2023-06-01,2023-06-01 17:19:09 UTC,Ardea herodias,Great Blue Heron,4956
165057754,2023-06-01,2023-06-01 20:20:11 UTC,Ardea herodias,Great Blue Heron,4956
165090620,2023-06-01,2023-06-01 16:25:18 UTC,Turdus migratorius,American Robin,12727
165138074,2023-06-02,2023-06-02 11:45:00 UTC,Tachycineta bicolor,Tree Swallow,11935
165330246,2023-06-03,2023-06-03 16:27:28 UTC,Turdus migratorius,American Robin,12727
165419950,2023-06-03,2023-06-03 15:05:12 UTC,Meleagris gallopavo,Wild Turkey,906
165514454,2023-06-02,2023-06-02 17:11:42 UTC,Cardinalis cardinalis,Northern Cardinal,9083
165591241,2023-06-04,2023-06-04 20:38:00 UTC,Passer domesticus,House Sparrow,13858
165592539,2023-06-04,2023-06-04 20:50:00 UTC,Haemorhous mexicanus,House Finch,199840
165620888,2023-06-02,2023-06-02 11:57:00 UTC,Dumetella carolinensis,Gray Catbird,14995
165622349,2023-03-22,2023-03-22 18:28:30 UTC,Anser anser domesticus,Domestic Greylag Goose,120479
165633929,2023-06-04,2023-06-04 20:43:38 UTC,Branta canadensis,Canada Goose,7089
165782302,2023-06-05,2023-06-05 18:21:00 UTC,Vireo gilvus,Warbling Vireo,17394
165782311,2023-06-05,2023-06-05 18:35:00 UTC,Troglodytes aedon,House Wren,7562
165893800,2023-06-06,2023-06-06 13:22:44 UTC,Bombycilla cedrorum,Cedar Waxwing,7428
165980265,2023-06-06,2023-06-06 05:04:00 UTC,Tachycineta bicolor,Tree Swallow,11935
165980499,2023-06-06,2023-06-06 05:10:00 UTC,Molothrus ater,Brown-headed Cowbird,10373
166088466,2023-06-05,2023-06-05 20:26:01 UTC,Turdus migratorius,American Robin,12727
166121128,2023-05-31,2023-05-31 15:28:00 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
166125542,2023-06-07,2023-06-07 19:40:21 UTC,Anas platyrhynchos,Mallard,6930
166264947,2023-06-08,2023-06-08 15:44:27 UTC,Turdus migratorius,American Robin,12727
166265121,2023-06-08,2023-06-08 15:44:14 UTC,Turdus migratorius,American Robin,12727
166279558,2023-06-02,2023-06-02 14:28:00 UTC,Turdus migratorius,American Robin,12727
166287142,2023-06-08,2023-06-08 18:08:25 UTC,Passer domesticus,House Sparrow,13858
166288304,2023-06-08,2023-06-08 17:48:31 UTC,Bombycilla cedrorum,Cedar Waxwing,7428
166314103,2023-06-08,2023-06-08 21:30:24 UTC,Passer domesticus domesticus,European house sparrow,544795
166317329,2023-06-08,2023-06-08 21:57:47 UTC,Turdus migratorius,American Robin,12727
166331487,2023-06-08,2023-06-08 21:47:10 UTC,Bombycilla cedrorum,Cedar Waxwing,7428
166459035,2023-06-08,2023-06-08 15:44:10 UTC,Turdus migratorius,American Robin,12727
166828228,2023-06-11,2023-06-11 16:21:48 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
166838470,2023-06-11,2023-06-11 16:23:55 UTC,Cygnus olor,Mute Swan,6921
166875297,2023-06-02,2023-06-02 14:32:00 UTC,Tachycineta bicolor,Tree Swallow,11935
166895296,2023-06-11,2023-06-11 20:56:48 UTC,Meleagris gallopavo,Wild Turkey,906
166902458,2023-06-11,2023-06-11 20:10:51 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
166917917,2023-06-11,2023-06-11 23:35:56 UTC,Branta canadensis,Canada Goose,7089
166929098,2023-06-11,2023-06-11 22:53:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
166929099,2023-06-11,2023-06-11 22:53:00 UTC,Passer domesticus,House Sparrow,13858
166929104,2023-06-11,2023-06-11 22:56:00 UTC,Sturnus vulgaris,European Starling,14850
166929111,2023-06-11,2023-06-11 23:15:00 UTC,Columba livia domestica,Feral Pigeon,122767
166929113,2023-06-11,2023-06-11 23:23:00 UTC,Quiscalus quiscula,Common Grackle,9602
166929115,2023-06-11,2023-06-11 23:24:00 UTC,Turdus migratorius,American Robin,12727
166929119,2023-06-11,2023-06-11 23:30:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
166929121,2023-06-11,2023-06-11 23:31:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
166929122,2023-06-11,2023-06-11 23:34:00 UTC,Haemorhous mexicanus,House Finch,199840
166929130,2023-06-11,2023-06-11 23:36:00 UTC,Dumetella carolinensis,Gray Catbird,14995
166929131,2023-06-11,2023-06-11 23:38:00 UTC,Larus argentatus,Herring Gull,204533
166940727,2023-06-11,2023-06-11 15:49:05 UTC,Icterus galbula,Baltimore Oriole,9346
166940817,2023-06-11,2023-06-11 16:25:24 UTC,Tachycineta bicolor,Tree Swallow,11935
166961945,2023-06-02,2023-06-02 15:37:00 UTC,Tyrannus tyrannus,Eastern Kingbird,16782
167082933,2023-06-12,2023-06-12 15:09:15 UTC,Cygnus olor,Mute Swan,6921
167085392,2023-06-12,2023-06-12 20:09:21 UTC,Cardinalis cardinalis,Northern Cardinal,9083
167096845,2023-06-12,2023-06-12 11:48:00 UTC,Passer domesticus,House Sparrow,13858
167096848,2023-06-12,2023-06-12 11:50:00 UTC,Larus argentatus,Herring Gull,204533
167096849,2023-06-12,2023-06-12 12:01:00 UTC,Branta canadensis,Canada Goose,7089
167096850,2023-06-12,2023-06-12 12:02:00 UTC,Quiscalus quiscula,Common Grackle,9602
167096852,2023-06-12,2023-06-12 12:03:00 UTC,Columba livia,Rock Pigeon,3017
167096860,2023-06-12,2023-06-12 12:15:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
167096866,2023-06-12,2023-06-12 12:19:00 UTC,Turdus migratorius,American Robin,12727
167096867,2023-06-12,2023-06-12 12:32:00 UTC,Cyanocitta cristata,Blue Jay,8229
167111705,2023-06-11,2023-06-11 15:57:00 UTC,Tachycineta bicolor,Tree Swallow,11935
167175775,2023-06-13,2023-06-13 11:08:00 UTC,Zenaida macroura,Mourning Dove,3454
167176266,2023-06-13,2023-06-13 10:27:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
167176267,2023-06-13,2023-06-13 10:30:00 UTC,Columba livia domestica,Feral Pigeon,122767
167176268,2023-06-13,2023-06-13 10:32:00 UTC,Sturnus vulgaris,European Starling,14850
167176270,2023-06-13,2023-06-13 10:44:00 UTC,Turdus migratorius,American Robin,12727
167176273,2023-06-13,2023-06-13 11:01:00 UTC,Quiscalus quiscula,Common Grackle,9602
167176275,2023-06-13,2023-06-13 11:07:00 UTC,Branta canadensis,Canada Goose,7089
167347620,2023-06-14,2023-06-14 11:48:15 UTC,Zenaida macroura,Mourning Dove,3454
167383730,2023-06-14,2023-06-14 16:19:57 UTC,Passer domesticus,House Sparrow,13858
167384502,2023-06-08,2023-06-08 18:22:17 UTC,Sturnus vulgaris,European Starling,14850
167389685,2023-06-13,2023-06-13 18:45:01 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
167389968,2023-06-13,2023-06-13 18:47:47 UTC,Anas platyrhynchos,Mallard,6930
167390069,2023-06-13,2023-06-13 18:54:09 UTC,Ardea herodias,Great Blue Heron,4956
167390391,2023-06-14,2023-06-14 17:00:35 UTC,Accipiter cooperii,Cooper's Hawk,5112
167414282,2023-06-14,2023-06-14 18:53:22 UTC,Turdus migratorius,American Robin,12727
167441023,2023-05-28,2023-05-28 04:57:00 UTC,Turdus migratorius,American Robin,12727
167443113,2023-06-14,2023-06-14 21:47:00 UTC,Larus marinus,Great Black-backed Gull,4368
167445287,2023-06-14,2023-06-14 22:14:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
167445288,2023-06-14,2023-06-14 21:50:00 UTC,Dumetella carolinensis,Gray Catbird,14995
167445289,2023-06-14,2023-06-14 21:48:00 UTC,Anas platyrhynchos,Mallard,6930
167445291,2023-06-14,2023-06-14 21:44:00 UTC,Branta canadensis,Canada Goose,7089
167445293,2023-06-14,2023-06-14 21:44:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
167445295,2023-06-14,2023-06-14 21:39:00 UTC,Haemorhous mexicanus,House Finch,199840
167445296,2023-06-14,2023-06-14 21:40:00 UTC,Sturnus vulgaris,European Starling,14850
167445299,2023-06-14,2023-06-14 21:38:00 UTC,Passer domesticus,House Sparrow,13858
167445302,2023-06-14,2023-06-14 21:37:00 UTC,Columba livia domestica,Feral Pigeon,122767
167445303,2023-06-14,2023-06-14 21:37:00 UTC,Turdus migratorius,American Robin,12727
167445304,2023-06-14,2023-06-14 12:58:00 UTC,Larus argentatus,Herring Gull,204533
167445309,2023-06-14,2023-06-14 12:49:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
167445316,2023-06-14,2023-06-14 12:47:00 UTC,Turdus migratorius,American Robin,12727
167445320,2023-06-14,2023-06-14 12:25:00 UTC,Branta canadensis,Canada Goose,7089
167445328,2023-06-14,2023-06-14 11:23:00 UTC,Columba livia,Rock Pigeon,3017
167555204,2023-06-15,2023-06-15 16:53:49 UTC,Columba livia domestica,Feral Pigeon,122767
167601190,2023-06-15,2023-06-15 04:15:00 UTC,Butorides virescens,Green Heron,5020
167621074,2023-06-15,2023-06-15 23:14:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
167621078,2023-06-15,2023-06-15 23:04:00 UTC,Nycticorax nycticorax,Black-crowned Night Heron,4981
167621098,2023-06-15,2023-06-15 10:59:00 UTC,Anas platyrhynchos,Mallard,6930
167621102,2023-06-15,2023-06-15 10:59:00 UTC,Quiscalus quiscula,Common Grackle,9602
167621103,2023-06-15,2023-06-15 10:57:00 UTC,Turdus migratorius,American Robin,12727
167621106,2023-06-15,2023-06-15 10:54:00 UTC,Haemorhous mexicanus,House Finch,199840
167621109,2023-06-15,2023-06-15 10:53:00 UTC,Passer domesticus,House Sparrow,13858
167621926,2023-06-02,2023-06-02 14:43:00 UTC,Icterus galbula,Baltimore Oriole,9346
167688874,2023-06-16,2023-06-16 13:03:20 UTC,Zenaida macroura,Mourning Dove,3454
167717301,2023-06-16,2023-06-16 12:53:31 UTC,Butorides virescens,Green Heron,5020
167765093,2023-06-16,2023-06-16 16:03:00 UTC,Myiarchus crinitus,Great Crested Flycatcher,16028
167785097,2023-06-16,2023-06-16 23:03:53 UTC,Sturnus vulgaris,European Starling,14850
167785756,2023-06-12,2023-06-12 22:43:45 UTC,Branta canadensis,Canada Goose,7089
167874014,2023-06-17,2023-06-17 13:36:58 UTC,Melospiza melodia,Song Sparrow,9100
168327275,2023-06-19,2023-06-19 12:57:27 UTC,Icterus galbula,Baltimore Oriole,9346
168327360,2023-06-19,2023-06-19 14:28:40 UTC,Butorides virescens,Green Heron,5020
168331762,2023-06-19,2023-06-19 17:27:05 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
168397601,2023-06-19,2023-06-19 22:57:24 UTC,Cygnus olor,Mute Swan,6921
168397790,2023-06-19,2023-06-19 22:58:48 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
168398284,2023-06-19,2023-06-19 22:58:01 UTC,Anas platyrhynchos,Mallard,6930
168473949,2023-06-20,2023-06-20 12:32:41 UTC,Sturnus vulgaris,European Starling,14850
168474008,2023-06-20,2023-06-20 12:34:34 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
168486454,2023-06-18,2023-06-18 14:50:08 UTC,Meleagris gallopavo,Wild Turkey,906
168685325,2023-06-21,2023-06-21 17:19:17 UTC,Cyanocitta cristata,Blue Jay,8229
168717535,2023-06-21,2023-06-21 20:18:46 UTC,Dumetella carolinensis,Gray Catbird,14995
168755701,2023-06-21,2023-06-21 23:00:58 UTC,Meleagris gallopavo,Wild Turkey,906
169115957,2023-06-23,2023-06-23 16:26:54 UTC,Cyanocitta cristata,Blue Jay,8229
169213573,2023-06-24,2023-06-24 16:54:00 UTC,Columba livia,Rock Pigeon,3017
169213610,2023-06-24,2023-06-24 16:54:18 UTC,Anas platyrhynchos,Mallard,6930
169213781,2023-06-24,2023-06-24 16:54:05 UTC,Passer domesticus,House Sparrow,13858
169235789,2023-06-23,2023-06-23 20:12:00 UTC,Ardea herodias,Great Blue Heron,4956
169235791,2023-06-23,2023-06-23 20:01:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
169235796,2023-06-23,2023-06-23 19:53:00 UTC,Aix sponsa,Wood Duck,7107
169235797,2023-06-23,2023-06-23 19:47:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
169235804,2023-06-23,2023-06-23 19:42:00 UTC,Anas platyrhynchos,Mallard,6930
169235811,2023-06-23,2023-06-23 18:53:00 UTC,Aix sponsa,Wood Duck,7107
169235817,2023-06-23,2023-06-23 18:39:00 UTC,Dumetella carolinensis,Gray Catbird,14995
169235818,2023-06-23,2023-06-23 20:21:00 UTC,Cygnus olor,Mute Swan,6921
169235825,2023-06-23,2023-06-23 20:05:00 UTC,Turdus migratorius,American Robin,12727
169235826,2023-06-23,2023-06-23 19:34:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
169244247,2023-06-05,2023-06-05 18:59:57 UTC,Tachycineta bicolor,Tree Swallow,11935
169285154,2023-06-24,2023-06-24 18:01:01 UTC,Passer domesticus,House Sparrow,13858
169287131,2023-06-24,2023-06-24 18:16:39 UTC,Turdus migratorius,American Robin,12727
169723876,2023-06-02,2023-06-02 15:36:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
169873428,2023-06-27,2023-06-27 19:25:00 UTC,Columba livia,Rock Pigeon,3017
169939907,2023-06-28,2023-06-28 13:40:53 UTC,Falco sparverius,American Kestrel,4665
169954958,2023-06-02,2023-06-02 14:48:00 UTC,Anas platyrhynchos,Mallard,6930
170005658,2023-06-28,2023-06-28 19:35:00 UTC,Butorides virescens,Green Heron,5020
170053785,2023-06-28,2023-06-29 00:07:00 UTC,Accipiter cooperii,Cooper's Hawk,5112
170185026,2023-06-29,2023-06-29 22:01:00 UTC,Falco peregrinus,Peregrine Falcon,4647
170254191,2023-06-29,2023-06-29 19:22:00 UTC,Butorides virescens,Green Heron,5020
170521850,2023-07-01,2023-07-01 20:16:00 UTC,Icterus galbula,Baltimore Oriole,9346
170920442,2023-07-03,2023-07-03 22:12:02 UTC,Cyanocitta cristata,Blue Jay,8229
171028173,2023-07-04,2023-07-04 12:49:31 UTC,Meleagris gallopavo,Wild Turkey,906
171122256,2023-07-04,2023-07-04 19:32:28 UTC,Meleagris gallopavo,Wild Turkey,906
171189192,2023-07-05,2023-07-05 12:02:01 UTC,Mimus polyglottos,Northern Mockingbird,14886
171317514,2023-07-05,2023-07-05 19:46:00 UTC,Anas platyrhynchos,Mallard,6930
171317518,2023-07-05,2023-07-05 18:57:00 UTC,Anas platyrhynchos,Mallard,6930
171317521,2023-07-05,2023-07-05 18:54:00 UTC,Quiscalus quiscula,Common Grackle,9602
171317530,2023-07-05,2023-07-05 18:31:00 UTC,Aix sponsa,Wood Duck,7107
171317546,2023-07-05,2023-07-05 18:14:00 UTC,Branta canadensis,Canada Goose,7089
171317547,2023-07-05,2023-07-05 18:12:00 UTC,Branta canadensis,Canada Goose,7089
171416253,2023-07-06,2023-07-06 17:36:48 UTC,Passer domesticus,House Sparrow,13858
171434479,2023-06-19,2023-06-19 16:35:02 UTC,Passer domesticus,House Sparrow,13858
171638837,2023-07-07,2023-07-07 13:43:25 UTC,Cyanocitta cristata,Blue Jay,8229
171992972,2023-07-09,2023-07-09 17:31:22 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
172094847,2023-07-03,2023-07-03 14:20:23 UTC,Spinus tristis,American Goldfinch,145310
172143512,2023-07-10,2023-07-10 12:28:41 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
172164822,2023-06-06,2023-06-06 20:00:27 UTC,Branta canadensis,Canada Goose,7089
172185885,2023-07-04,2023-07-04 18:42:40 UTC,Cardinalis cardinalis,Northern Cardinal,9083
172186091,2023-07-04,2023-07-04 18:42:21 UTC,Cyanocitta cristata,Blue Jay,8229
172226742,2023-07-10,2023-07-10 21:01:10 UTC,Quiscalus quiscula,Common Grackle,9602
172226847,2023-07-08,2023-07-08 21:37:13 UTC,Meleagris gallopavo,Wild Turkey,906
172344019,2023-06-06,2023-06-06 18:14:42 UTC,Turdus migratorius,American Robin,12727
172374113,2023-07-11,2023-07-11 18:09:38 UTC,Cyanocitta cristata,Blue Jay,8229
172648813,2023-07-13,2023-07-13 09:34:16 UTC,Columba livia,Rock Pigeon,3017
172754526,2023-07-10,2023-07-10 12:08:00 UTC,Dumetella carolinensis,Gray Catbird,14995
172754533,2023-07-10,2023-07-10 12:50:00 UTC,Melospiza melodia,Song Sparrow,9100
172754534,2023-07-10,2023-07-10 13:22:00 UTC,Quiscalus quiscula,Common Grackle,9602
172754535,2023-07-10,2023-07-10 13:30:00 UTC,Aix sponsa,Wood Duck,7107
172754537,2023-07-10,2023-07-10 13:42:00 UTC,Spinus tristis,American Goldfinch,145310
172879828,2023-07-14,2023-07-14 16:59:00 UTC,Butorides virescens,Green Heron,5020
172899782,2023-07-14,2023-07-14 20:12:58 UTC,Mimus polyglottos,Northern Mockingbird,14886
173021078,2023-07-12,2023-07-12 21:41:00 UTC,Anas rubripes,American Black Duck,6924
173021080,2023-07-12,2023-07-12 21:41:00 UTC,Anas platyrhynchos,Mallard,6930
173021104,2023-07-12,2023-07-12 22:29:00 UTC,Zenaida macroura,Mourning Dove,3454
173021127,2023-07-12,2023-07-12 22:58:00 UTC,Butorides virescens,Green Heron,5020
173021129,2023-07-12,2023-07-12 23:03:00 UTC,Ardea herodias,Great Blue Heron,4956
173021176,2023-07-12,2023-07-13 00:21:00 UTC,Branta canadensis,Canada Goose,7089
173036394,2023-07-15,2023-07-15 16:10:02 UTC,Cyanocitta cristata,Blue Jay,8229
173125333,2023-07-14,2023-07-14 19:27:00 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
173125358,2023-07-14,2023-07-14 20:44:00 UTC,Pandion haliaetus,Osprey,116999
173125361,2023-07-14,2023-07-14 21:01:00 UTC,Turdus migratorius,American Robin,12727
173125363,2023-07-14,2023-07-14 21:20:00 UTC,Tyrannus tyrannus,Eastern Kingbird,16782
173125365,2023-07-14,2023-07-14 21:41:00 UTC,Dumetella carolinensis,Gray Catbird,14995
173125368,2023-07-14,2023-07-14 21:44:00 UTC,Poecile atricapillus,Black-capped Chickadee,144815
173125374,2023-07-14,2023-07-14 22:19:00 UTC,Ardea herodias,Great Blue Heron,4956
173125377,2023-07-14,2023-07-14 21:26:00 UTC,Ardea herodias,Great Blue Heron,4956
173125380,2023-07-14,2023-07-14 22:41:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
173125382,2023-07-14,2023-07-14 22:32:00 UTC,Butorides virescens,Green Heron,5020
173222740,2023-07-14,2023-07-14 17:28:03 UTC,Passer domesticus,House Sparrow,13858
173223906,2023-07-14,2023-07-14 17:18:46 UTC,Turdus migratorius,American Robin,12727
173754804,2023-07-19,2023-07-19 12:38:25 UTC,Cygnus olor,Mute Swan,6921
173922732,2023-07-20,2023-07-20 12:29:52 UTC,Passer domesticus,House Sparrow,13858
173957219,2023-07-20,2023-07-20 12:45:28 UTC,Turdus migratorius,American Robin,12727
173995336,2023-03-12,2023-03-12 15:04:04 UTC,Mimus polyglottos,Northern Mockingbird,14886
174357393,2023-07-22,2023-07-22 16:37:26 UTC,Ardea herodias,Great Blue Heron,4956
174605549,2023-07-23,2023-07-23 17:41:59 UTC,Passer domesticus,House Sparrow,13858
174605626,2023-07-23,2023-07-23 22:56:06 UTC,Meleagris gallopavo,Wild Turkey,906
174764776,2023-07-24,2023-07-24 18:58:08 UTC,Turdus migratorius,American Robin,12727
174782367,2023-07-24,2023-07-24 12:17:00 UTC,Haemorhous mexicanus,House Finch,199840
174783114,2023-07-24,2023-07-24 20:52:09 UTC,Cyanocitta cristata,Blue Jay,8229
174909757,2023-07-25,2023-07-25 18:45:10 UTC,Meleagris gallopavo,Wild Turkey,906
174966155,2023-07-15,2023-07-15 17:01:00 UTC,Dumetella carolinensis,Gray Catbird,14995
174966156,2023-07-15,2023-07-15 17:15:00 UTC,Melospiza melodia,Song Sparrow,9100
174966158,2023-07-15,2023-07-15 17:39:00 UTC,Dumetella carolinensis,Gray Catbird,14995
174966159,2023-07-15,2023-07-15 18:19:00 UTC,Passer domesticus,House Sparrow,13858
174966161,2023-07-15,2023-07-15 17:46:00 UTC,Ardea herodias,Great Blue Heron,4956
175076787,2023-07-26,2023-07-26 17:50:07 UTC,Turdus migratorius,American Robin,12727
175116529,2023-07-26,2023-07-26 22:39:43 UTC,Branta canadensis,Canada Goose,7089
175121163,2023-07-26,2023-07-26 23:16:15 UTC,Cygnus olor,Mute Swan,6921
175281372,2023-07-27,2023-07-27 21:20:20 UTC,Turdus migratorius,American Robin,12727
175589697,2023-07-29,2023-07-29 18:48:11 UTC,Colaptes auratus,Northern Flicker,18236
175638812,2023-07-28,2023-07-28 17:45:37 UTC,Cyanocitta cristata,Blue Jay,8229
175760231,2023-07-30,2023-07-30 15:45:16 UTC,Cyanocitta cristata,Blue Jay,8229
175811207,2023-07-30,2023-07-30 19:54:02 UTC,Branta canadensis,Canada Goose,7089
175938516,2023-07-31,2023-07-31 14:46:25 UTC,Larus argentatus,Herring Gull,204533
