id,observed_on,time_observed_at,scientific_name,common_name,taxon_id
150864486,2023-03-11,2023-03-11 22:41:32 UTC,Branta canadensis,Canada Goose,7089
150938870,2023-03-12,2023-03-12 16:22:03 UTC,Ardea herodias,Great Blue Heron,4956
150949171,2023-03-12,2023-03-12 17:57:23 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
150988137,2023-03-12,2023-03-12 18:09:20 UTC,Sturnus vulgaris,European Starling,14850
151032796,2023-03-12,2023-03-12 18:27:33 UTC,Baeolophus bicolor,Tufted Titmouse,13632
151032816,2023-03-12,2023-03-12 18:08:33 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
151032828,2023-03-12,2023-03-12 16:53:20 UTC,Gavia immer,Common Loon,4626
151032843,2023-03-12,2023-03-12 16:46:18 UTC,Aythya collaris,Ring-necked Duck,7044
151065542,2023-03-13,2023-03-13 18:31:00 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
151065800,2023-03-13,2023-03-13 19:05:00 UTC,Sitta carolinensis,White-breasted Nuthatch,14801
151065901,2023-03-13,2023-03-13 19:24:00 UTC,Aythya collaris,Ring-necked Duck,7044
151066027,2023-03-13,2023-03-13 19:25:00 UTC,Aythya collaris,Ring-necked Duck,7044
151071970,2023-03-12,2023-03-12 22:10:27 UTC,Anas crecca,Green-winged Teal,6937
151101013,2023-02-26,2023-02-26 21:32:27 UTC,Poecile atricapillus,Black-capped Chickadee,144815
151255411,2023-03-15,2023-03-15 19:47:00 UTC,Bucephala albeola,Bufflehead,6993
151255507,2023-03-15,2023-03-15 19:46:00 UTC,Bucephala albeola,Bufflehead,6993
151255629,2023-03-15,2023-03-15 20:15:00 UTC,Lophodytes cucullatus,Hooded Merganser,7109
151320503,2023-03-16,2023-03-16 18:16:02 UTC,Columba livia domestica,Feral Pigeon,122767
151352236,2023-02-18,2023-02-18 21:07:42 UTC,Passer domesticus,House Sparrow,13858
151531706,2023-03-18,2023-03-18 21:21:59 UTC,Thryothorus ludovicianus,Carolina Wren,7513
151534872,2023-03-18,2023-03-18 21:47:31 UTC,Aythya collaris,Ring-necked Duck,7044
151669865,2023-03-19,2023-03-19 23:14:49 UTC,Scolopax minor,American Woodcock,3936
151758572,2023-03-19,2023-03-19 04:57:00 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
151764188,2023-03-20,2023-03-20 21:03:14 UTC,Haemorhous mexicanus,House Finch,199840
151861109,2023-03-21,2023-03-21 20:18:29 UTC,Anas platyrhynchos domesticus,Domestic Mallard,236935
151867220,2023-03-18,2023-03-18 20:17:00 UTC,Branta canadensis,Canada Goose,7089
151876310,2023-03-21,2023-03-21 19:45:42 UTC,Scolopax minor,American Woodcock,3936
151984699,2023-03-22,2023-03-22 22:37:21 UTC,Meleagris gallopavo,Wild Turkey,906
152034311,2023-03-22,2023-03-22 21:11:04 UTC,Cyanocitta cristata,Blue Jay,8229
152070840,2023-03-23,2023-03-23 19:31:00 UTC,Anas crecca,Green-winged Teal,6937
152150050,2023-03-23,2023-03-23 18:40:00 UTC,Junco hyemalis,Dark-eyed Junco,10094
152150051,2023-03-23,2023-03-23 18:41:00 UTC,Melospiza melodia,Song Sparrow,9100
152150052,2023-03-23,2023-03-23 18:46:00 UTC,Thryothorus ludovicianus,Carolina Wren,7513
152162245,2023-03-24,2023-03-24 15:51:00 UTC,Haemorhous mexicanus,House Finch,199840
152162246,2023-03-24,2023-03-24 13:27:00 UTC,Passer domesticus,House Sparrow,13858
152162249,2023-03-24,2023-03-24 14:56:00 UTC,Sturnus vulgaris,European Starling,14850
152189164,2023-03-24,2023-03-24 22:40:24 UTC,Meleagris gallopavo,Wild Turkey,906
152275966,2023-03-25,2023-03-25 15:34:00 UTC,Lophodytes cucullatus,Hooded Merganser,7109
152276826,2023-03-25,2023-03-25 16:12:00 UTC,Zonotrichia albicollis,White-throated Sparrow,9184
152319300,2023-03-25,2023-03-25 18:30:10 UTC,Mergus serrator,Red-breasted Merganser,6996
152319557,2023-03-25,2023-03-25 17:42:43 UTC,Sturnus vulgaris,European Starling,14850
152358586,2023-03-17,2023-03-17 23:25:00 UTC,Strix varia,Barred Owl,19893
152359055,2023-03-17,2023-03-17 23:20:00 UTC,Scolopax minor,American Woodcock,3936
152377060,2023-03-25,2023-03-25 18:04:22 UTC,Turdus migratorius,American Robin,12727
152648181,2023-03-28,2023-03-28 18:16:00 UTC,Mimus polyglottos,Northern Mockingbird,14886
152770100,2023-03-29,2023-03-29 21:34:21 UTC,Mimus polyglottos,Northern Mockingbird,14886
152770756,2023-03-27,2023-03-27 08:41:00 UTC,Ardea herodias,Great Blue Heron,4956
152820613,2023-03-29,2023-03-29 23:58:05 UTC,Anas platyrhynchos,Mallard,6930
152848052,2023-03-30,2023-03-30 17:31:06 UTC,Accipiter cooperii,Cooper's Hawk,5112
152872865,2023-03-30,2023-03-30 21:49:54 UTC,Turdus migratorius,American Robin,12727
152927384,2023-03-31,2023-03-31 13:04:56 UTC,Zenaida macroura,Mourning Dove,3454
153043958,2023-03-31,2023-03-31 19:31:23 UTC,Branta canadensis,Canada Goose,7089
153070987,2023-03-21,2023-03-21 14:11:35 UTC,Anas crecca,Green-winged Teal,6937
153101564,2023-03-31,2023-03-31 19:26:00 UTC,Anas platyrhynchos domesticus,Domestic Mallard,236935
153105891,2023-03-31,2023-03-31 19:11:00 UTC,Anas platyrhynchos domesticus,Domestic Mallard,236935
153180077,2023-04-01,2023-04-01 20:50:00 UTC,Aythya collaris,Ring-necked Duck,7044
153180079,2023-04-01,2023-04-01 20:44:00 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
153252938,2023-04-02,2023-04-02 20:41:00 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
153275514,2023-04-02,2023-04-02 19:35:11 UTC,Cygnus olor,Mute Swan,6921
153322218,2023-03-12,2023-03-12 14:03:00 UTC,Branta canadensis,Canada Goose,7089
153329405,2023-04-03,2023-04-03 13:49:17 UTC,Turdus migratorius,American Robin,12727
153366071,2023-04-03,2023-04-03 20:30:35 UTC,Certhia americana,Brown Creeper,7458
153383825,2023-04-03,2023-04-03 23:18:32 UTC,Turdus migratorius,American Robin,12727
153443109,2023-04-04,2023-04-04 14:01:38 UTC,Passer domesticus,House Sparrow,13858
153477353,2023-04-04,2023-04-04 19:11:09 UTC,Turdus migratorius,American Robin,12727
153477400,2023-04-04,2023-04-04 19:11:35 UTC,Turdus migratorius,American Robin,12727
153500185,2023-04-04,2023-04-04 22:38:55 UTC,Anas platyrhynchos,Mallard,6930
153624754,2023-04-05,2023-04-05 22:57:10 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
153627117,2023-04-05,2023-04-05 23:29:09 UTC,Accipiter cooperii,Cooper's Hawk,5112
153628824,2023-04-05,2023-04-05 23:46:29 UTC,Turdus migratorius,American Robin,12727
153635036,2023-04-05,2023-04-05 16:22:00 UTC,Anas platyrhynchos domesticus,Domestic Mallard,236935
153635237,2023-04-05,2023-04-05 16:28:00 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
153726261,2023-04-06,2023-04-06 19:27:00 UTC,Nycticorax nycticorax,Black-crowned Night Heron,4981
153726404,2023-04-06,2023-04-06 19:38:00 UTC,Tachycineta bicolor,Tree Swallow,11935
153726776,2023-04-06,2023-04-06 19:45:00 UTC,Aythya collaris,Ring-necked Duck,7044
153731125,2023-04-06,2023-04-06 18:18:55 UTC,Turdus migratorius,American Robin,12727
153731149,2023-04-06,2023-04-06 18:12:24 UTC,Sturnus vulgaris,European Starling,14850
153749752,2023-04-06,2023-04-06 22:30:10 UTC,Branta canadensis,Canada Goose,7089
153749800,2023-04-06,2023-04-06 22:30:45 UTC,Branta canadensis,Canada Goose,7089
153761448,2023-04-03,2023-04-03 16:17:00 UTC,Anas platyrhynchos,Mallard,6930
153761453,2023-04-03,2023-04-03 16:18:00 UTC,Anas platyrhynchos,Mallard,6930
153761460,2023-04-03,2023-04-03 16:19:00 UTC,Anas platyrhynchos domesticus,Domestic Mallard,236935
153761462,2023-04-04,2023-04-04 15:57:00 UTC,Junco hyemalis,Dark-eyed Junco,10094
153761463,2023-04-04,2023-04-04 15:48:00 UTC,Turdus migratorius,American Robin,12727
154004225,2023-04-08,2023-04-08 19:32:00 UTC,Quiscalus quiscula,Common Grackle,9602
154004227,2023-04-08,2023-04-08 19:32:00 UTC,Colaptes auratus,Northern Flicker,18236
154009526,2023-04-08,2023-04-08 19:32:30 UTC,Anas platyrhynchos,Mallard,6930
154013649,2023-04-08,2023-04-08 19:42:00 UTC,Cygnus olor,Mute Swan,6921
154145293,2023-04-09,2023-04-09 18:47:43 UTC,Cyanocitta cristata,Blue Jay,8229
154152880,2023-04-09,2023-04-09 18:49:31 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
154190944,2023-04-09,2023-04-09 22:55:43 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
154312283,2023-04-09,2023-04-09 19:35:00 UTC,Cyanocitta cristata,Blue Jay,8229
154312286,2023-04-09,2023-04-09 19:24:00 UTC,Turdus migratorius,American Robin,12727
154312299,2023-04-09,2023-04-09 19:19:00 UTC,Cygnus olor,Mute Swan,6921
154312304,2023-04-09,2023-04-09 19:16:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
154312305,2023-04-09,2023-04-09 19:14:00 UTC,Lophodytes cucullatus,Hooded Merganser,7109
154312311,2023-04-09,2023-04-09 19:10:00 UTC,Melospiza melodia,Song Sparrow,9100
154312316,2023-04-09,2023-04-09 19:05:00 UTC,Cygnus olor,Mute Swan,6921
154312328,2023-04-09,2023-04-09 19:02:00 UTC,Lophodytes cucullatus,Hooded Merganser,7109
154312336,2023-04-09,2023-04-09 18:44:00 UTC,Catharus guttatus,Hermit Thrush,12890
154312339,2023-04-09,2023-04-09 18:40:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
154312341,2023-04-09,2023-04-09 18:38:00 UTC,Cygnus olor,Mute Swan,6921
154312356,2023-04-09,2023-04-09 18:59:00 UTC,Anas platyrhynchos,Mallard,6930
154345138,2023-04-10,2023-04-10 22:48:00 UTC,Melospiza melodia,Song Sparrow,9100
154352698,2023-04-10,2023-04-10 21:09:28 UTC,Meleagris gallopavo,Wild Turkey,906
154414987,2023-04-09,2023-04-09 23:35:15 UTC,Bubo virginianus,Great Horned Owl,20044
154415236,2023-04-02,2023-04-02 22:41:47 UTC,Bubo virginianus,Great Horned Owl,20044
154429422,2023-04-10,2023-04-10 19:16:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
154470895,2023-04-09,2023-04-09 21:08:18 UTC,Cardinalis cardinalis,Northern Cardinal,9083
154478344,2023-04-11,2023-04-11 15:01:00 UTC,Turdus migratorius,American Robin,12727
154480949,2023-04-11,2023-04-11 21:40:15 UTC,Regulus satrapa,Golden-crowned Kinglet,117100
154547242,2023-04-11,2023-04-11 22:55:34 UTC,Turdus migratorius,American Robin,12727
154578419,2023-01-15,2023-01-15 16:48:18 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
154623950,2023-04-12,2023-04-12 21:03:00 UTC,Catharus guttatus,Hermit Thrush,12890
154624045,2023-04-12,2023-04-12 21:31:00 UTC,Haemorhous mexicanus,House Finch,199840
154624195,2023-04-12,2023-04-12 21:32:00 UTC,Turdus migratorius,American Robin,12727
154624220,2023-04-12,2023-04-12 21:35:00 UTC,Colaptes auratus luteus,Northern Yellow-shafted Flicker,555736
154652974,2023-04-04,2023-04-04 22:20:07 UTC,Meleagris gallopavo,Wild Turkey,906
154800770,2023-04-02,2023-04-02 21:55:42 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
154815893,2023-04-07,2023-04-07 20:32:14 UTC,Junco hyemalis,Dark-eyed Junco,10094
154815947,2023-04-14,2023-04-14 13:02:31 UTC,Spizella passerina,Chipping Sparrow,9135
154879963,2023-04-14,2023-04-14 21:53:50 UTC,Bubo virginianus,Great Horned Owl,20044
154888393,2023-04-14,2023-04-14 22:58:01 UTC,Passer domesticus,House Sparrow,13858
154894834,2023-04-09,2023-04-09 20:30:57 UTC,Lophodytes cucullatus,Hooded Merganser,7109
155010920,2023-04-15,2023-04-15 16:24:52 UTC,Bubo virginianus,Great Horned Owl,20044
155011102,2023-04-15,2023-04-15 16:43:04 UTC,Tachycineta bicolor,Tree Swallow,11935
155011127,2023-04-15,2023-04-15 16:41:09 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
155011194,2023-04-15,2023-04-15 16:45:22 UTC,Dryobates pubescens,Downy Woodpecker,792988
155062956,2023-04-15,2023-04-15 23:11:59 UTC,Cardinalis cardinalis,Northern Cardinal,9083
155083591,2023-04-15,2023-04-15 06:06:00 UTC,Tachycineta bicolor,Tree Swallow,11935
155083820,2023-04-15,2023-04-15 06:38:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
155085541,2023-04-15,2023-04-15 21:17:20 UTC,Sturnus vulgaris,European Starling,14850
155097765,2023-04-12,2023-04-12 21:11:22 UTC,Scolopax minor,American Woodcock,3936
155144134,2023-04-16,2023-04-16 13:38:46 UTC,Mimus polyglottos,Northern Mockingbird,14886
155145112,2023-04-15,2023-04-15 20:55:26 UTC,Bubo virginianus,Great Horned Owl,20044
155217689,2023-04-16,2023-04-16 20:39:00 UTC,Zenaida macroura,Mourning Dove,3454
155226125,2023-04-16,2023-04-16 21:04:52 UTC,Melanerpes carolinus,Red-bellied Woodpecker,18205
155226235,2023-04-16,2023-04-16 21:07:30 UTC,Anas platyrhynchos,Mallard,6930
155232459,2023-04-16,2023-04-16 21:57:16 UTC,Bubo virginianus,Great Horned Owl,20044
155249049,2023-04-16,2023-04-16 23:51:30 UTC,Turdus migratorius,American Robin,12727
155372510,2023-04-17,2023-04-17 19:34:58 UTC,Mimus polyglottos,Northern Mockingbird,14886
155372644,2023-04-17,2023-04-17 19:37:48 UTC,Colaptes auratus,Northern Flicker,18236
155382320,2023-04-17,2023-04-17 21:20:01 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
155384619,2023-04-17,2023-04-17 19:07:31 UTC,Branta canadensis,Canada Goose,7089
155459256,2023-04-18,2023-04-18 12:24:09 UTC,Meleagris gallopavo,Wild Turkey,906
155603901,2023-04-19,2023-04-19 13:24:54 UTC,Zenaida macroura,Mourning Dove,3454
155645344,2023-04-11,2023-04-11 18:12:10 UTC,Junco hyemalis,Dark-eyed Junco,10094
155659074,2023-04-19,2023-04-19 20:35:15 UTC,Columba livia domestica,Feral Pigeon,122767
155668531,2023-04-19,2023-04-19 22:08:17 UTC,Sturnus vulgaris,European Starling,14850
155668860,2023-04-19,2023-04-19 22:08:32 UTC,Turdus migratorius,American Robin,12727
155692822,2023-04-19,2023-04-19 11:59:27 UTC,Turdus migratorius,American Robin,12727
155785725,2023-04-20,2023-04-20 18:35:26 UTC,Haemorhous mexicanus,House Finch,199840
155814386,2023-04-20,2023-04-20 22:24:43 UTC,Anas platyrhynchos,Mallard,6930
155823135,2023-04-20,2023-04-20 20:11:46 UTC,Accipiter cooperii,Cooper's Hawk,5112
155867318,2023-04-20,2023-04-20 23:32:00 UTC,Bubo virginianus,Great Horned Owl,20044
156079593,2023-04-19,2023-04-19 15:34:00 UTC,Turdus migratorius,American Robin,12727
156081118,2023-04-22,2023-04-22 17:15:28 UTC,Turdus migratorius,American Robin,12727
156132250,2023-04-22,2023-04-22 19:43:00 UTC,Bubo virginianus,Great Horned Owl,20044
156266418,2023-04-21,2023-04-21 21:30:00 UTC,Branta canadensis,Canada Goose,7089
156266431,2023-04-21,2023-04-21 21:27:00 UTC,Turdus migratorius,American Robin,12727
156400562,2023-04-24,2023-04-24 11:46:51 UTC,Meleagris gallopavo,Wild Turkey,906
156411235,2023-04-24,2023-04-24 13:27:38 UTC,Turdus migratorius,American Robin,12727
156439339,2023-04-24,2023-04-24 16:43:59 UTC,Columba livia domestica,Feral Pigeon,122767
156458994,2023-04-19,2023-04-19 15:54:00 UTC,Baeolophus bicolor,Tufted Titmouse,13632
156458995,2023-04-19,2023-04-19 15:55:00 UTC,Junco hyemalis,Dark-eyed Junco,10094
156458997,2023-04-19,2023-04-19 15:55:00 UTC,Zenaida macroura,Mourning Dove,3454
156459000,2023-04-19,2023-04-19 15:57:00 UTC,Meleagris gallopavo,Wild Turkey,906
156459002,2023-04-19,2023-04-19 15:59:00 UTC,Dryobates pubescens,Downy Woodpecker,792988
156461429,2023-04-24,2023-04-24 18:39:00 UTC,Charadrius vociferus,Killdeer,4793
156461758,2023-04-24,2023-04-24 18:27:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
156465218,2023-04-24,2023-04-24 19:26:22 UTC,Ardea herodias,Great Blue Heron,4956
156467470,2023-04-24,2023-04-24 19:29:42 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
156483867,2023-04-24,2023-04-24 18:44:00 UTC,Passer domesticus,House Sparrow,13858
156484544,2023-04-21,2023-04-21 11:29:54 UTC,Turdus migratorius,American Robin,12727
156484813,2023-04-21,2023-04-21 11:29:54 UTC,Sturnus vulgaris,European Starling,14850
156484984,2023-04-06,2023-04-06 20:15:58 UTC,Sturnus vulgaris,European Starling,14850
156485127,2023-04-24,2023-04-24 20:07:00 UTC,Poecile atricapillus,Black-capped Chickadee,144815
156485148,2023-04-06,2023-04-06 20:16:27 UTC,Turdus migratorius,American Robin,12727
156486621,2023-04-24,2023-04-24 21:29:00 UTC,Turdus migratorius,American Robin,12727
156514433,2023-04-24,2023-04-24 09:09:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514434,2023-04-24,2023-04-24 08:18:00 UTC,Megaceryle alcyon,Belted Kingfisher,2548
156514438,2023-04-24,2023-04-24 09:33:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514439,2023-04-24,2023-04-24 09:33:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514441,2023-04-24,2023-04-24 09:56:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514442,2023-04-24,2023-04-24 10:43:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514444,2023-04-24,2023-04-24 10:49:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514445,2023-04-24,2023-04-24 11:06:00 UTC,Bubo virginianus,Great Horned Owl,20044
156514447,2023-04-24,2023-04-24 11:12:00 UTC,Bubo virginianus,Great Horned Owl,20044
156517118,2023-04-23,2023-04-23 23:35:39 UTC,Branta canadensis,Canada Goose,7089
156621501,2023-04-25,2023-04-25 19:03:16 UTC,Turdus migratorius,American Robin,12727
156734445,2023-04-26,2023-04-26 14:14:02 UTC,Branta canadensis,Canada Goose,7089
156734732,2023-04-26,2023-04-26 14:18:31 UTC,Branta canadensis,Canada Goose,7089
156748017,2023-04-26,2023-04-26 15:40:02 UTC,Anas platyrhynchos,Mallard,6930
156748114,2023-04-26,2023-04-26 15:40:08 UTC,Anas platyrhynchos,Mallard,6930
156748326,2023-04-26,2023-04-26 15:18:26 UTC,Branta canadensis,Canada Goose,7089
156750760,2023-04-26,2023-04-26 16:06:12 UTC,Columba livia domestica,Feral Pigeon,122767
156799137,2023-04-26,2023-04-26 21:47:44 UTC,Passer domesticus,House Sparrow,13858
156852266,2023-04-26,2023-04-26 21:46:05 UTC,Turdus migratorius,American Robin,12727
157173287,2023-04-28,2023-04-28 16:03:18 UTC,Columba livia domestica,Feral Pigeon,122767
157210250,2023-04-28,2023-04-28 17:32:54 UTC,Turdus migratorius,American Robin,12727
157230385,2023-04-28,2023-04-28 18:24:54 UTC,Meleagris gallopavo,Wild Turkey,906
157233869,2023-04-28,2023-04-28 18:34:24 UTC,Sturnus vulgaris,European Starling,14850
157235082,2023-04-28,2023-04-28 18:36:55 UTC,Sturnus vulgaris,European Starling,14850
157239024,2023-02-12,2023-02-12 21:48:00 UTC,Meleagris gallopavo,Wild Turkey,906
157240546,2023-04-28,2023-04-28 18:50:25 UTC,Passer domesticus,House Sparrow,13858
157241650,2023-04-28,2023-04-28 18:54:02 UTC,Columba livia,Rock Pigeon,3017
157247295,2023-04-28,2023-04-28 12:41:39 UTC,Tachycineta bicolor,Tree Swallow,11935
157263235,2023-04-28,2023-04-28 16:14:30 UTC,Mimus polyglottos,Northern Mockingbird,14886
157559237,2023-04-29,2023-04-29 12:57:06 UTC,Turdus migratorius,American Robin,12727
157597859,2023-04-29,2023-04-29 14:39:48 UTC,Dumetella carolinensis,Gray Catbird,14995
157700784,2023-04-29,2023-04-29 17:47:41 UTC,Anas platyrhynchos,Mallard,6930
157751035,2023-04-29,2023-04-29 17:46:00 UTC,Anas platyrhynchos,Mallard,6930
157751071,2023-04-29,2023-04-29 17:00:00 UTC,Branta canadensis,Canada Goose,7089
157751120,2023-04-29,2023-04-29 13:59:00 UTC,Turdus migratorius,American Robin,12727
157751145,2023-04-29,2023-04-29 14:01:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
157751315,2023-04-29,2023-04-29 18:29:00 UTC,Cygnus olor,Mute Swan,6921
157760999,2023-04-29,2023-04-29 17:37:12 UTC,Columba livia domestica,Feral Pigeon,122767
157768122,2023-04-29,2023-04-29 20:29:13 UTC,Melospiza melodia,Song Sparrow,9100
157904508,2023-04-28,2023-04-28 20:30:00 UTC,Spizella passerina,Chipping Sparrow,9135
157904510,2023-04-28,2023-04-28 20:28:00 UTC,Sitta carolinensis,White-breasted Nuthatch,14801
158198950,2023-04-28,2023-04-28 21:08:22 UTC,Turdus migratorius,American Robin,12727
158303891,2023-04-30,2023-04-30 19:24:04 UTC,Meleagris gallopavo,Wild Turkey,906
158336224,2023-04-30,2023-04-30 21:11:00 UTC,Haemorhous mexicanus,House Finch,199840
158349565,2023-04-30,2023-04-30 16:35:00 UTC,Cyanocitta cristata,Blue Jay,8229
158447221,2023-04-30,2023-04-30 19:48:43 UTC,Columba livia,Rock Pigeon,3017
158609844,2023-05-01,2023-05-01 12:45:47 UTC,Zenaida macroura,Mourning Dove,3454
158773773,2023-04-29,2023-04-29 16:02:27 UTC,Sturnus vulgaris,European Starling,14850
158775299,2023-04-29,2023-04-29 16:02:27 UTC,Zenaida macroura,Mourning Dove,3454
158777200,2023-04-24,2023-04-24 17:42:32 UTC,Columba livia domestica,Feral Pigeon,122767
158778223,2023-04-24,2023-04-24 16:36:31 UTC,Meleagris gallopavo,Wild Turkey,906
158779279,2023-04-10,2023-04-10 23:20:49 UTC,Buteo jamaicensis,Red-tailed Hawk,5212
158880482,2023-05-01,2023-05-01 17:43:00 UTC,Poecile atricapillus,Black-capped Chickadee,144815
158880537,2023-05-01,2023-05-01 17:44:00 UTC,Thryothorus ludovicianus,Carolina Wren,7513
158896842,2023-05-01,2023-05-01 22:14:11 UTC,Branta canadensis,Canada Goose,7089
158993970,2023-04-30,2023-04-30 14:59:00 UTC,Nannopterum auritum,Double-crested Cormorant,1454382
159158577,2023-05-02,2023-05-02 13:45:58 UTC,Tachycineta bicolor,Tree Swallow,11935
159285803,2023-05-02,2023-05-02 22:12:53 UTC,Sturnus vulgaris,European Starling,14850
159313306,2023-05-02,2023-05-02 13:02:02 UTC,Turdus migratorius,American Robin,12727
159313438,2023-05-02,2023-05-02 13:01:52 UTC,Zenaida macroura,Mourning Dove,3454
159313600,2023-05-02,2023-05-02 13:02:07 UTC,Sturnus vulgaris,European Starling,14850
159313714,2023-05-02,2023-05-02 13:02:14 UTC,Turdus migratorius,American Robin,12727
159316391,2023-05-02,2023-05-02 22:46:01 UTC,Anas platyrhynchos,Mallard,6930
159438917,2023-05-03,2023-05-03 14:55:09 UTC,Mimus polyglottos,Northern Mockingbird,14886
159441025,2023-05-03,2023-05-03 15:09:37 UTC,Mimus polyglottos,Northern Mockingbird,14886
159516900,2023-05-03,2023-05-03 20:57:06 UTC,Meleagris gallopavo,Wild Turkey,906
159542938,2023-05-03,2023-05-03 23:41:19 UTC,Turdus migratorius,American Robin,12727
159543844,2023-05-03,2023-05-03 21:16:00 UTC,Cardinalis cardinalis,Northern Cardinal,9083
159579419,2023-04-09,2023-04-09 13:31:08 UTC,Meleagris gallopavo,Wild Turkey,906
159692462,2023-05-04,2023-05-04 17:31:43 UTC,Cyanocitta cristata,Blue Jay,8229
159723664,2023-05-01,2023-05-01 19:13:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
159723812,2023-05-02,2023-05-02 21:33:00 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
159726103,2023-05-04,2023-05-04 18:37:00 UTC,Dumetella carolinensis,Gray Catbird,14995
159816972,2023-05-05,2023-05-05 07:53:05 UTC,Turdus migratorius,American Robin,12727
159905229,2023-05-05,2023-05-05 16:23:17 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
159931453,2023-05-05,2023-05-05 18:38:30 UTC,Sturnus vulgaris,European Starling,14850
159967744,2023-05-05,2023-05-05 20:18:00 UTC,Haemorhous mexicanus,House Finch,199840
159967972,2023-05-05,2023-05-05 20:17:00 UTC,Haemorhous mexicanus,House Finch,199840
159976995,2023-05-05,2023-05-05 23:58:39 UTC,Haemorhous mexicanus,House Finch,199840
160048409,2023-05-01,2023-05-01 22:22:00 UTC,Sturnus vulgaris,European Starling,14850
160104791,2023-05-05,2023-05-05 15:06:25 UTC,Haemorhous mexicanus,House Finch,199840
160369908,2023-05-01,2023-05-01 18:34:00 UTC,Anas platyrhynchos domesticus,Domestic Mallard,236935
160369918,2023-05-01,2023-05-01 18:53:00 UTC,Turdus migratorius,American Robin,12727
160369950,2023-05-01,2023-05-01 19:32:00 UTC,Cyanocitta cristata,Blue Jay,8229
160496098,2023-05-01,2023-05-01 20:24:18 UTC,Scolopax minor,American Woodcock,3936
160496599,2023-05-01,2023-05-01 20:24:18 UTC,Scolopax minor,American Woodcock,3936
160501865,2023-05-06,2023-05-06 15:41:11 UTC,Sturnus vulgaris,European Starling,14850
160627518,2023-05-08,2023-05-08 18:03:00 UTC,Setophaga petechia,Yellow Warbler,145238
160627545,2023-05-08,2023-05-08 18:20:00 UTC,Vireo gilvus,Warbling Vireo,17394
160631538,2023-05-08,2023-05-08 21:03:41 UTC,Turdus migratorius,American Robin,12727
160638658,2023-05-07,2023-05-07 15:38:25 UTC,Icterus galbula,Baltimore Oriole,9346
160638737,2023-05-08,2023-05-08 17:14:00 UTC,Sitta carolinensis,White-breasted Nuthatch,14801
160650337,2023-05-08,2023-05-08 22:46:43 UTC,Agelaius phoeniceus,Red-winged Blackbird,9744
160650415,2023-05-08,2023-05-08 22:44:58 UTC,Quiscalus quiscula,Common Grackle,9602
160652445,2023-05-08,2023-05-08 22:21:24 UTC,Zonotrichia albicollis,White-throated Sparrow,9184
160737083,2023-05-08,2023-05-08 18:30:00 UTC,Thryothorus ludovicianus,Carolina Wren,7513
160737084,2023-05-08,2023-05-08 18:30:00 UTC,Geothlypis trichas,Common Yellowthroat,9721
160772367,2023-05-09,2023-05-09 17:46:35 UTC,Passer domesticus,House Sparrow,13858
160814413,2023-05-07,2023-05-07 21:15:32 UTC,Anas platyrhynchos,Mallard,6930
160814559,2023-05-07,2023-05-07 22:51:24 UTC,Branta canadensis,Canada Goose,7089
160826250,2023-05-09,2023-05-09 22:52:02 UTC,Branta canadensis,Canada Goose,7089
160848445,2023-04-06,2023-04-06 21:38:14 UTC,Passer domesticus,House Sparrow,13858
160851885,2023-05-09,2023-05-09 20:20:00 UTC,Charadrius vociferus,Killdeer,4793
160993030,2023-05-10,2023-05-10 21:59:13 UTC,Zonotrichia leucophrys,White-crowned Sparrow,9176
161025058,2023-05-05,2023-05-05 16:06:59 UTC,Anas platyrhynchos,Mallard,6930
161029227,2023-05-05,2023-05-05 16:06:59 UTC,Turdus migratorius,American Robin,12727
161029801,2023-05-05,2023-05-05 16:04:45 UTC,Sturnus vulgaris,European Starling,14850
